id	BioSample_id	Accession	BioProject	SRAAccession	BioSampleTitle	SampleName	SampleType	Package	Infraspecies	Organism	OrganismAlt	SubSpecies	Strain	TaxonomyID	Biovar	CollectionDate	GeographicLocation	Host	HostDisease	IsolateNameAlias	IsolationSource	Lat	LatLon	Lon	Date	ModificationDate	PublicationDate	Organization
61	8625964	SAMN08625964	PRJNA269675	SRS3009355	Microbe sample from Yersinia pestis	2018 Sample 100	Cell culture	Microbe.1.0	strain: SCPM-O-B-6301	Yersinia pestis	Yersinia pestis	None	SCPM-O-B-6301	632	None	16-Jun-1972	missing	missing	None	I-2231	None	None	None	None	2018/03/01	2018/05/14	2018/03/01	SRCAMB
62	4992982	SAMN04992982	PRJNA269675	SRS1439502	Microbe sample from Yersinia pestis subsp. microtus bv. Hissarica	RSCF 2015 Sample 42	Cell culture	Microbe.1.0	strain: SCPM-O-B-5938	Yersinia pestis subsp. microtus bv. Hissarica	Yersinia pestis subsp. microtus bv. Hissarica	microtus	SCPM-O-B-5938	385965	Hissarica	18-Apr-1970	missing	None	None	None	missing	None	None	None	2016/05/12	2018/05/10	2016/05/12	SRCAMB
63	3861483	SAMN03861483	PRJNA269675	SRS1009204	Microbe sample from Yersinia pestis subsp. microtus bv. Caucasica	RSCF 2015 Sample 19	Cell culture	Microbe.1.0	strain: SCPM-O-B-6557	Yersinia pestis subsp. microtus bv. Caucasica	Yersinia pestis subsp. microtus bv. Caucasica	microtus	SCPM-O-B-6557	385966	Caucasica	12-Sep-1968	missing	None	None	None	missing	None	None	None	2015/07/15	2018/05/10	2015/07/15	SRCAMB
64	8892357	SAMN08892357	None	None	Pathogen: environmental/food/other sample from Yersinia pestis	139	None	Pathogen.env.1.0	strain: 139	Yersinia pestis	Yersinia pestis	None	139	632	None	1966	Kazakhstan	Rhombomis opinus	None	None	None	None	None	None	2018/05/02	2018/05/02	2018/05/02	Russian Research Anti-Plague Institute Microbe
65	8866745	SAMN08866745	None	None	Pathogen: environmental/food/other sample from Yersinia pestis	5M	None	Pathogen.env.1.0	strain: 5M	Yersinia pestis	Yersinia pestis	None	5M	632	None	1952	Kyrgyzstan	Oropsylla silantiewi	None	None	missing	None	missing	None	2018/05/02	2018/05/02	2018/05/02	Russian Research Anti-Plague Institute Microbe
66	8866640	SAMN08866640	None	None	Pathogen: environmental/food/other sample from Yersinia pestis	262	None	Pathogen.env.1.0	strain: 262	Yersinia pestis	Yersinia pestis	None	262	632	None	1967	Kyrgyzstan	Marmota baibacina	None	None	missing	None	missing	None	2018/05/02	2018/05/02	2018/05/02	Russian Research Anti-Plague Institute Microbe
67	5225380	SAMN05225380	None	None	Pathogen: environmental/food/other sample from Yersinia pestis	44	None	Pathogen.env.1.0	strain: 44	Yersinia pestis	Yersinia pestis	None	44	632	None	1966-12-08	Azerbaijan	Nosopsyllus laeviceps	None	None	missing	None	missing	None	2016/09/01	2018/04/30	2016/09/01	Russian Research Anti-Plague institute "Microbe"
68	5225371	SAMN05225371	None	None	Pathogen: environmental/food/other sample from Yersinia pestis	1454	None	Pathogen.env.1.0	strain: 1454	Yersinia pestis	Yersinia pestis	None	1454	632	None	2012-06-06	Russia: Republic of Altai, Kosh-Agach District	Urocitellus undulatus	None	None	missing	None	missing	None	2016/09/01	2018/04/30	2016/09/01	Russian Research Anti-Plague institute "Microbe"
69	5219216	SAMN05219216	None	None	Pathogen: environmental/food/other sample from Yersinia pestis	I-3086	None	Pathogen.env.1.0	strain: I-3086	Yersinia pestis	Yersinia pestis	None	I-3086	632	None	1983-05-23	Mongolia	Lasiopodomys brandtii	None	None	missing	None	missing	None	2016/09/01	2018/04/30	2016/09/01	Russian Research Anti-Plague institute "Microbe"
70	8975079	SAMEA104398214	None	ERS2016156	NCTC570	1a541fa2-c3a5-11e7-bf6c-3c4a9275d6c8	None	Generic.1.0	strain: NCTC570	None	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2018/04/24	2018/04/24	2018/04/24	European Bioinformatics Institute
71	8944766	SAMEA104398216	None	ERS2016158	NCTC10030	1a67dbaa-c3a5-11e7-bf6c-3c4a9275d6c8	None	Generic.1.0	strain: NCTC10030	None	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2018/04/18	2018/04/18	2018/04/18	European Bioinformatics Institute
72	8944765	SAMEA104398215	None	ERS2016157	NCTC5924	1a5cf6ae-c3a5-11e7-bf6c-3c4a9275d6c8	None	Generic.1.0	strain: NCTC5924	None	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2018/04/18	2018/04/18	2018/04/18	European Bioinformatics Institute
73	8634710	SAMN08634710	None	None	Pathogen: clinical or host-associated sample from Yersinia pestis	Yersinia pestis 1393G	None	Pathogen.cl.1.0	strain: 1393G	Yersinia pestis	Yersinia pestis	None	1393G	632	None	1980-03-06	Russia	Microtus arvalis	missing	None	missing	None	missing	None	2018/03/05	2018/03/05	2018/03/05	Russian Research Anti-Plague institute "Microbe"
74	8399597	SAMEA104281628	None	ERS1906606	NCTC5923	e15e760c-88da-11e7-9e36-3c4a9275d6c8	None	Generic.1.0	strain: NCTC5923	None	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2018/01/26	2018/01/26	2018/01/26	European Bioinformatics Institute
75	5517974	SAMEA4368873	None	ERS1280322	PRJEB15052	None	None	Generic.1.0	strain: Algeria3	Yersinia pestis	Yersinia pestis	None	Algeria3	632	None	None	None	None	None	None	None	None	None	None	2016/08/05	2018/01/21	2016/08/05	EBI
76	8336759	SAMEA104210777	None	ERS1869795	d15d7ea8-7690-11e7-b3b7-3c4a9275d6c8	None	None	Generic.1.0	strain: NCTC144	Yersinia pestis	Yersinia pestis	None	NCTC144	632	None	None	None	None	None	None	None	None	None	None	2018/01/10	2018/01/20	2018/01/10	EBI
77	4414158	SAMEA3713715	None	ERS1020864	OBS137	None	None	Generic.1.0	None	Yersinia pestis	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2016/05/20	2018/01/20	2016/05/20	EBI
78	4414157	SAMEA3713714	None	ERS1020863	OBS124	None	None	Generic.1.0	None	Yersinia pestis	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2016/05/20	2018/01/20	2016/05/20	EBI
79	4414156	SAMEA3713713	None	ERS1020862	OBS116	None	None	Generic.1.0	None	Yersinia pestis	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2016/05/20	2018/01/20	2016/05/20	EBI
80	4414155	SAMEA3713712	None	ERS1020861	OBS110	None	None	Generic.1.0	None	Yersinia pestis	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2016/05/20	2018/01/20	2016/05/20	EBI
81	4414154	SAMEA3713711	None	ERS1020860	OBS107	None	None	Generic.1.0	None	Yersinia pestis	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2016/05/20	2018/01/20	2016/05/20	EBI
82	26263	SAMEA715985	None	ERS001372	YPIP674	None	None	Generic.1.0	strain: IP674	Yersinia pestis biovar Orientalis str. IP674	Yersinia pestis biovar Orientalis str. IP674	pestis	IP674	696370	Orientalis	None	None	None	None	None	None	None	None	None	2016/02/15	2018/01/20	2016/02/15	EBI
83	25433	SAMEA1705942	None	ERS000059	000546_GCAT-20090507	None	None	Generic.1.0	None	Yersinia pestis CO92	Yersinia pestis CO92	None	None	214092	None	None	None	None	None	None	None	37	None	-109	2016/01/30	2018/01/20	2016/01/30	EBI
84	4295757	SAMEA3673143	None	ERS980292	Yersinia pestis	None	None	Generic.1.0	strain: Algeria 3	Yersinia pestis	Yersinia pestis	None	Algeria 3	632	None	None	None	None	None	None	None	None	None	None	2015/11/25	2018/01/19	2015/11/25	EBI
85	7722810	SAMN07722810	PRJNA412669	SRS2558754	Pathogen: clinical or host-associated sample from Yersinia pestis	UC91309	None	Pathogen.cl.1.0	strain: UC91309	Yersinia pestis	Yersinia pestis	None	UC91309	632	None	unknown	unknown	Homo sapiens	plague	None	unknown	None	unknown	None	2017/10/12	2017/10/12	2017/10/12	Northern Arizona University
86	7634396	SAMEA104233048	None	ERS1892066	Post6	None	None	Generic.1.0	None	Yersinia pestis	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2017/09/11	2017/09/12	2017/09/11	EBI
87	7633891	SAMEA104233051	None	ERS1892069	RK1001	None	None	Generic.1.0	None	Yersinia pestis	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2017/09/11	2017/09/12	2017/09/11	EBI
88	7633890	SAMEA104233050	None	ERS1892068	GEN72	None	None	Generic.1.0	None	Yersinia pestis	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2017/09/11	2017/09/12	2017/09/11	EBI
89	7633889	SAMEA104233049	None	ERS1892067	1343UnTal85	None	None	Generic.1.0	None	Yersinia pestis	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2017/09/11	2017/09/12	2017/09/11	EBI
90	7633888	SAMEA104233047	None	ERS1892065	KunilaII	None	None	Generic.1.0	None	Yersinia pestis	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2017/09/11	2017/09/12	2017/09/11	EBI
91	7633887	SAMEA104233046	None	ERS1892064	Gyvakarai1	None	None	Generic.1.0	None	Yersinia pestis	Yersinia pestis	None	None	632	None	None	None	None	None	None	None	None	None	None	2017/09/11	2017/09/12	2017/09/11	EBI
92	5731707	SAMN05731707	PRJNA341721	SRS1672582	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3045	None	Pathogen.cl.1.0	strain: Yp3045	Yersinia pestis	Yersinia pestis	None	Yp3045	632	None	2009	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
93	5731706	SAMN05731706	PRJNA341721	SRS1672580	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3044	None	Pathogen.cl.1.0	strain: Yp3044	Yersinia pestis	Yersinia pestis	None	Yp3044	632	None	2009	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
94	5731705	SAMN05731705	PRJNA341721	SRS1672579	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3023	None	Pathogen.cl.1.0	strain: Yp3023	Yersinia pestis	Yersinia pestis	None	Yp3023	632	None	2008	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
95	5731704	SAMN05731704	PRJNA341721	SRS1672578	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3083	None	Pathogen.cl.1.0	strain: Yp3083	Yersinia pestis	Yersinia pestis	None	Yp3083	632	None	2012	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
96	5731703	SAMN05731703	PRJNA341721	SRS1672577	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3059	None	Pathogen.cl.1.0	strain: Yp3059	Yersinia pestis	Yersinia pestis	None	Yp3059	632	None	2011	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
97	5731702	SAMN05731702	PRJNA341721	SRS1672576	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3050	None	Pathogen.cl.1.0	strain: Yp3050	Yersinia pestis	Yersinia pestis	None	Yp3050	632	None	2010	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
98	5731701	SAMN05731701	PRJNA341721	SRS1672575	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp2991	None	Pathogen.cl.1.0	strain: Yp2991	Yersinia pestis	Yersinia pestis	None	Yp2991	632	None	2007	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
99	5731700	SAMN05731700	PRJNA341721	SRS1672574	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp2872	None	Pathogen.cl.1.0	strain: Yp2872	Yersinia pestis	Yersinia pestis	None	Yp2872	632	None	2004	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
100	5731699	SAMN05731699	PRJNA341721	SRS1672573	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3079	None	Pathogen.cl.1.0	strain: Yp3079	Yersinia pestis	Yersinia pestis	None	Yp3079	632	None	2012	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
101	5731698	SAMN05731698	PRJNA341721	SRS1672572	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3034	None	Pathogen.cl.1.0	strain: Yp3034	Yersinia pestis	Yersinia pestis	None	Yp3034	632	None	2008	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
102	5731697	SAMN05731697	PRJNA341721	SRS1672571	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3014	None	Pathogen.cl.1.0	strain: Yp3014	Yersinia pestis	Yersinia pestis	None	Yp3014	632	None	2007	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
103	5731696	SAMN05731696	PRJNA341721	SRS1672569	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp2947	None	Pathogen.cl.1.0	strain: Yp2947	Yersinia pestis	Yersinia pestis	None	Yp2947	632	None	2006	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
104	5731695	SAMN05731695	PRJNA341721	SRS1672567	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp2988	None	Pathogen.cl.1.0	strain: Yp2988	Yersinia pestis	Yersinia pestis	None	Yp2988	632	None	2007	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
105	5731694	SAMN05731694	PRJNA341721	SRS1672566	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3041	None	Pathogen.cl.1.0	strain: Yp3041	Yersinia pestis	Yersinia pestis	None	Yp3041	632	None	2009	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
106	5731693	SAMN05731693	PRJNA341721	SRS1672568	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp2983	None	Pathogen.cl.1.0	strain: Yp2983	Yersinia pestis	Yersinia pestis	None	Yp2983	632	None	2007	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
107	5731692	SAMN05731692	PRJNA341721	SRS1672565	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp2871	None	Pathogen.cl.1.0	strain: Yp2871	Yersinia pestis	Yersinia pestis	None	Yp2871	632	None	2004	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
108	5731691	SAMN05731691	PRJNA341721	SRS1672563	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3048	None	Pathogen.cl.1.0	strain: Yp3048	Yersinia pestis	Yersinia pestis	None	Yp3048	632	None	2009	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
109	5731690	SAMN05731690	PRJNA341721	SRS1672564	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3069	None	Pathogen.cl.1.0	strain: Yp3069	Yersinia pestis	Yersinia pestis	None	Yp3069	632	None	2011	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
110	5731689	SAMN05731689	PRJNA341721	SRS1672562	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3010	None	Pathogen.cl.1.0	strain: Yp3010	Yersinia pestis	Yersinia pestis	None	Yp3010	632	None	2007	Madagascar	Siphonaptera	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
111	5731688	SAMN05731688	PRJNA341721	SRS1672561	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp2905	None	Pathogen.cl.1.0	strain: Yp2905	Yersinia pestis	Yersinia pestis	None	Yp2905	632	None	2004	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
112	5731687	SAMN05731687	PRJNA341721	SRS1672559	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp2856	None	Pathogen.cl.1.0	strain: Yp2856	Yersinia pestis	Yersinia pestis	None	Yp2856	632	None	2003	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
113	5731686	SAMN05731686	PRJNA341721	SRS1672588	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3017	None	Pathogen.cl.1.0	strain: Yp3017	Yersinia pestis	Yersinia pestis	None	Yp3017	632	None	2007	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
114	5731685	SAMN05731685	PRJNA341721	SRS1672587	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3019	None	Pathogen.cl.1.0	strain: Yp3019	Yersinia pestis	Yersinia pestis	None	Yp3019	632	None	2008	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
115	5731684	SAMN05731684	PRJNA341721	SRS1672586	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3043	None	Pathogen.cl.1.0	strain: Yp3043	Yersinia pestis	Yersinia pestis	None	Yp3043	632	None	2009	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
116	5731683	SAMN05731683	PRJNA341721	SRS1672585	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp2963	None	Pathogen.cl.1.0	strain: Yp2963	Yersinia pestis	Yersinia pestis	None	Yp2963	632	None	2006	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
117	5731682	SAMN05731682	PRJNA341721	SRS1672584	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3078	None	Pathogen.cl.1.0	strain: Yp3078	Yersinia pestis	Yersinia pestis	None	Yp3078	632	None	2011	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
118	5731681	SAMN05731681	PRJNA341721	SRS1672583	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3042	None	Pathogen.cl.1.0	strain: Yp3042	Yersinia pestis	Yersinia pestis	None	Yp3042	632	None	2009	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
119	5731680	SAMN05731680	PRJNA341721	SRS1672581	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3016	None	Pathogen.cl.1.0	strain: Yp3016	Yersinia pestis	Yersinia pestis	None	Yp3016	632	None	2007	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
120	5731679	SAMN05731679	PRJNA341721	SRS1672570	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3026	None	Pathogen.cl.1.0	strain: Yp3026	Yersinia pestis	Yersinia pestis	None	Yp3026	632	None	2008	Madagascar	Homo sapiens	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
121	5731678	SAMN05731678	PRJNA341721	SRS1672560	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp2979	None	Pathogen.cl.1.0	strain: Yp2979	Yersinia pestis	Yersinia pestis	None	Yp2979	632	None	2006	Madagascar	Rattus rattus	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
122	5731677	SAMN05731677	PRJNA341721	SRS1672558	Pathogen: clinical or host-associated sample from Yersinia pestis	Yp3009	None	Pathogen.cl.1.0	strain: Yp3009	Yersinia pestis	Yersinia pestis	None	Yp3009	632	None	2007	Madagascar	Siphonaptera	plague	None	unknown	None	18.46 S 46.52 E	None	2017/08/29	2017/08/29	2017/08/29	Northern Arizona University
123	7257404	SAMN07257404	PRJNA391106	SRS2297282	Yersinia pestis transposon mutant library cultured at 28ºC (replicate 1)	None	None	Generic.1.0	strain: CO92	Yersinia pestis	Yersinia pestis	None	CO92	632	None	None	None	None	None	None	None	None	None	None	2017/07/07	2017/07/07	2017/07/07	University of Exeter
124	7257403	SAMN07257403	PRJNA391106	SRS2297283	Yersinia pestis transposon mutant library cultured at 28ºC (replicate 2)	None	None	Generic.1.0	strain: CO92	Yersinia pestis	Yersinia pestis	None	CO92	632	None	None	None	None	None	None	None	None	None	None	2017/07/07	2017/07/07	2017/07/07	University of Exeter
125	7257402	SAMN07257402	PRJNA391106	SRS2297284	Yersinia pestis transposon mutant library cultured at 28ºC (replicate 3)	None	None	Generic.1.0	strain: CO92	Yersinia pestis	Yersinia pestis	None	CO92	632	None	None	None	None	None	None	None	None	None	None	2017/07/07	2017/07/07	2017/07/07	University of Exeter
126	7257401	SAMN07257401	PRJNA391106	SRS2297287	Yersinia pestis transposon mutant library cultured at 37ºC (replicate 1b)	None	None	Generic.1.0	strain: CO92	Yersinia pestis	Yersinia pestis	None	CO92	632	None	None	None	None	None	None	None	None	None	None	2017/07/07	2017/07/07	2017/07/07	University of Exeter
127	7257400	SAMN07257400	PRJNA391106	SRS2297285	Yersinia pestis transposon mutant library cultured at 37ºC (replicate 1a)	None	None	Generic.1.0	strain: CO92	Yersinia pestis	Yersinia pestis	None	CO92	632	None	None	None	None	None	None	None	None	None	None	2017/07/07	2017/07/07	2017/07/07	University of Exeter
128	7257399	SAMN07257399	PRJNA391106	SRS2297288	Yersinia pestis transposon mutant library cultured at 37ºC (replicate 2)	None	None	Generic.1.0	strain: CO92	Yersinia pestis	Yersinia pestis	None	CO92	632	None	None	None	None	None	None	None	None	None	None	2017/07/07	2017/07/07	2017/07/07	University of Exeter
